Title,Abstract,Keywords,itr,Label
factors associated multiple recurrences nonspecific orbital inflammation aka orbital pseudotumor,objective assess clinical characteristics patients risk recurrent nonspecific orbital inflammation nsoi methods retrospective comparison study month follow clinic based population rural india medical records eye care centers searched march total patients recurrent nsoi single recurrence group multiple recurrences group clinical demographic data compared groups comparisons mean values multiple tailed independent tests differences proportions compared using chi squared tests multivariate logistic regression model used determine factors predictive patients multiple recurrences results factors independently related multiple recurrences age years ci bilateral disease ci presence optic disc edema sign scan ultrasonography ci sclerosing variant ci corticosteroid taper weeks long ci autoimmune disease st degree relatives ci patients recurrent disease interval initial episode recurrence predictive recurrences months ci months ci conclusion younger patients bilateral disease apt recurrences nsoi factors increase risk multiple recurrences include sign optic disc edema poor initial response steroids sclerosing variant recurrence months underwent rapid steroid taper,orbital pseudotumor orbital inflammatory disease idiopathic orbital inflammation nonspecific orbital inflammation risk factors multiple recurrences,1863,312
facile process fabrication environmentally safe superhydrophobic surfaces,superhydrophobic coatings opened new vistas field self cleaning surfaces improved performance robustness preservation cleaning agents including water presently fluoropolymers extensively explored used purpose major drawback accompanying fluoropolymers formation environmentally persistent toxic compounds viz pfoa perfluorooctanoic acid pfos perfluorooctanesulfonic acid degradation raising concern use present study effort develop facile process using environmentally safe material simple dip coating technique reported fabricate superhydrophobic surface sio nanoparticles size nm prepared sol gel route dip coated glass substrate multilayers followed coating surfactant achieve homogeneity sio layers enhanced binding subsequent layer nuva commercially used fluorotelomer chemical composition cf cf observed sio nanoparticles sodium dodecyl sulfate sds surfactant exhibit synergistic effect interface stability optimized sds concentration water contact angle achieved established method simple scalable environmentally safe cost effective,nanosilica superhydrophobic coatings self cleaning dip coating fluoropolymers nuva pfoa pfos,673,124
valuing air quality indonesia using households locational choices,air quality unprecedented levels developing countries projected worsen time despite known adverse impacts air pollution questions remain willingness pay cleaner air existing studies scarce endogeneity concerns address knowledge gap apply locational equilibrium model data indonesia model exploits migration patterns induced spatial variation air quality wages cost living value air quality control migration distance religious preferences endogeneity air pollution using wind distance based hotspots instrument estimates mwtp hbox pm higher results hedonic property models consider heterogeneous mwtp households children higher education level larger valuation clean air sum paper demonstrates potentially novel rigorous tool value air quality improvements developing countries important step help policymakers evaluate policies contain growing problem,indonesia horizontal sorting air quality migration tropical forest fires,1529,250
new construction randomized message locked encryption standard model uces,present new primitive randomized message locked encryption mle paper define new security model new primitive message locked encryption referred mle actually variant randomized message locked encryption bellare et al eurocrypt order prevent trivial attacks primitive admits semi trusted server allowed hold secret key public key encryption pke verify correctness tag new security notion called privacy chosen distribution attacks prv cda requires ciphertext generated encrypting unpredictable message ciphertext possible invalid chosen randomly ciphertext space indistinguishable compared priori proposed security notion privacy chosen distribution attacks prv cda bellare et al eurocrypt requires ciphertexts generated encrypting unpredictable messages indistinguishable security notion propose stronger based new primitive blackbox reductions forward novel construction achieves privacy chosen distribution attacks prv cda strong tag consistency stc securities standard model universal computational extractors uces bellare et al crypto addition scheme provides validity testing ciphertext,message locked encryption mle universal computational extractors uces privacy chosendistribution attacks prv cda strong tag consistency stc standard model mle uces prv cda stc sm,312,56
eddy current monitoring device cleanliness working liquid,principle construction eddy current detector monitoring cleanliness working fluid hydraulic systems aircraft engines described parameters impurity particles measured eddy current transducer included active oscillator circuit results experiments particles copper steel grade shkh presented limiting sensitivity detector obtained diameter detected particles,eddy current monitoring hydraulic impurity wear particle active oscillator circuit eddy current converter finite element modeling,1725,286
comparative study effects constructional elements mechanical behaviour dragonfly wings,wings insects large variation morphology network irregular veins interconnected membranous areas depending shape size position wing veins usually divided different groups longitudinal veins cross veins ambient veins veins membrane elements spines nodus pterostigma considered wing constructional elements spite extensive literature dragonfly wing structure role elements determining wing function remains unknown question difficult answer vivo using biomechanical experiments actual wings study undertaken reveal effects constructional elements mechanical behaviour dragonfly wings applying numerical simulations image processing technique used develop finite element models insect wings different constructional elements mechanical behaviour models simulated normal shear stresses tension bending torsion free vibration analysis performed determine resonant frequencies mode shapes models time quantitative comparison carried mechanical effects selectively caused different elements results suggest complex interactions veins membranes corrugations considerably affect dynamic deformation insect wings flight,mode shape torsional rigidity torsional moment torsional deformation wing model,392,70
multivariate approach evaluate biomass production biochemical composition stress compounds,study performed investigate effects using cow effluent cultivation spirulina platensis biomass production cell physiology platensis cultivated different cow effluents ce used cultivation medium days ce prepared using dry cow manures modified supplement nano cen nano nacl cens high nitrate value stimulated chlorophyll total protein content cyanobacterium biomass production standards medium sm cen media total carbohydrate content platensis grown ce media higher sm productions biomass biochemical compounds cyanobacterium grown ce sm media evaluated using multivariate approach conductivity oxidation reduction potential orp salinity ph tds played important role biochemical composition effective explanatory factor orp significant positive correlation negatively correlated chlorophyll biomass production filament length proline canonical correspondence analysis proposed biochemical compounds platensis affected salinity nutrition media ph orp present study indicated cen low cost model medium high potential production biomass platensis high protein content,biomass biochemical compound cow effluent spirulina platensis,1026,178
approximating,paper consider tau relaxed soft capacitated facility location problem tau relaxed scflp extends known facility location problems like squared metric soft capacitated facility location problem smscflp soft capacitated facility location problem scflp squared metric facility location problem uncapacitated facility location problem tau relaxed scflp given facility set mathcal client set parameter tau ge facility mathcal capacity opening cost opened multiple times facility opened times facility connected clients incurs opening cost facility client pair connection cost assumption connection costs non negative symmetric satisfy tau relaxed triangle inequality wish open facilities multiple times connect client opened facility violating capacity constraint minimize total opening costs connection costs main contribution propose primal dual based tau approximation algorithm tau relaxed scflp furthermore algorithm extends applicability primal dual technique improves previous approximation guarantee smscflp varepsilon,facility location problem relaxed triangle inequality soft capacitated approximation algorithm primal dual,319,59
conceptual density functional theory status prospects issues,paper results round table discussion cctc conference changsha city hunan china december presents report status prospects issues conceptual density functional theory cdft short exposition history cdft fundamentals philosophy successes highlighted issues reflection future conceptual dft formulated discussed ending summarizing statements present status various concepts principles practices proposed directions future research issues include analysis energy functional extended include effects temperature solvent mechanical forces basic requirements physically acceptable response functions reactivity descriptors use grand canonical ensemble relevance cdft chemical kinetics thermodynamics domain validity cdft based principles combination cdft reaction path calculations information theoretic descriptors treatment excited states time dependence final issue advocates transition cdft interpretative predictive mode believe utmost importance promoting cdft viable alternative wave function based methods practicing chemist separate issue treated final section,density functional theory dft conceptual dft cdft cdft history cdft philosophy cdft issues,770,136
effects nacl ph functional properties edible crickets,long time edible insects consumed developing countries food aim promoting food nutrition security focus industrial value addition edible insects industrial utilization hampered limited information regarding functionality cricket proteins food matrixes study aims determining nacl ph functional properties edible crickets protein concentrates optimum reared edible crickets acquired jkuat farm kenya freeze dried ground powder methods used extract proteins hexane aqueous extraction protein solubility water holding capacity emulsion capacity stability foaming capacity stability gelation concentration protein concentrates determined separately using nacl concentrations ph regimes respectively protein solubility protein concentrates decreased ph ph followed significant increase ph increase nacl concentration increased water holding capacity followed decline ph significant effect water holding capacity protein concentrates emulsion capacity decreased increase nacl concentration followed increase continuous increase nacl concentration nacl ph considerably influenced foaming capacity protein concentrates gelation concentration protein concentrates,edible cricket hexane extract emulsion capacity protein concentrate protein solubility,140,24
effects water level reduction dynamics phytoplankton functional groups tropical semi arid shallow lakes,droughts large scale perturbations affect freshwater ecosystems worldwide water level reduction caused drought important driving factor phytoplankton dynamics suggested water level reduction alters light mixing regime increases nutrient concentrations phytoplankton biomass favoring cyanobacterial blooms took advantage exceptionally dry years brazilian semi arid region investigate effects water level reduction water quality phytoplankton communities shallow man lakes lakes water level reduced half water turbidity conductivity nutrient concentrations increased deeper lake phytoplankton biomass increased dominated cyanobacteria group expected decreased shallower lake dominated mixotrophic flagellate groups sediment resuspension wind fish facilitated water level reduction increased water turbidity strongly shallower deeper lake water level reduction caused drought increase decrease phytoplankton biomass cyanobacteria dominance tropical shallow lakes depending lake depth concentration inorganic suspended sediments,climate change light availability inorganic turbidity cyanobacterial blooms mixotrophic algae,1527,249
synthesis pure naa zeolites coal fly ashes ammonium removal aqueous solutions,pure naa zeolites used adsorbents ammonium removal successfully synthesized coal fly ash means alkaline fusion followed hydrothermal treatment experiment samples characterized terms ray diffraction ray fluorescence scanning electron microscopy fourier transform infrared spectroscopy automated specific surface area pore size analyzer results naoh solution concentration reaction temperature reaction time significant effects species zeolite phases ordered cubic naa zeolite brunauer emmett teller specific surface areas prepared naoh solution adsorption behavior nh aqueous solution naa zeolites investigated different initial concentrations ph values contact times adsorbent equilibrium reached min maximum removal efficiency nh achieved ph langmuir freundlich adsorption models applied equilibrium isotherms obtained results experimental data better fit freundlich model adsorption nh ions using synthesized naa zeolite favorable,coal fly ashes alkali fusion naa zeolite ammonium removal,439,80
fluorescent zn ii coordination polymer sensitive detection cr,novel coordination polymer cp based zn ii zn tptc bpy synthesized utilizing bipyridine bpy chelating donors terphenyl tetracarboxylate acid tptc ligands measurements fluorescence implemented complex solution solid state result reveals strong fluorescence sensory material great development space determine trace cr detection limit ppb water solutions applying fluorescence quenching effect common disease orthopedic nursing deep vein thrombosis objective research weigh length thrombus animals measured analyzed addition inflammatory response deep vein thrombosis animal evaluated rt pcr molecular docking results indicate carboxyl group provide polar oxygen atoms formed hydrogen bonds protein,zn ii complex cr detection fluorescence deep vein thrombosis,1998,341
powertrain design energy management novel coaxial series parallel plug hybrid electric vehicle,series plug hybrid electric vehicle higher working efficiency achieved drive small motors parallel big motor overly complex structure inevitably lead substantial increase development cost improve price performance ratio new kind series parallel hybrid evolved series plug hybrid designed according technical parameters selected components model established vehicle dynamic property pure electric drive economy evaluated based dynamic programming energy management strategy drive city driving cycle developed superiority validation completed studied vehicle driven designed series parallel plug hybrid compared driven described series plug hybrid dynamic property significantly improved multi power coupling fuel consumption reduced city driving cycles word flexible configuration designed hybrid optimized control strategy energy management vehicle performance obviously improved,plug hybrid electric vehicle series parallel hybrid multi power coupling dynamic programming energy management,0,1
overexpression,micrornas mirnas attracted increasing attention field medicinal plant research previous analyses indicated mature mira level related accumulation tanshinones salvia miltiorrhiza miltiorrhiza aim research reveal mira regulates tanshinones biosynthesis overexpression mira hairy roots miltiorrhiza regulated levels target genes arf inhibited tanshinones biosynthesis increased hairy root biomass overexpression line content major tanshinones dropped sharply dihydrotanshinone cryptotanshinone tanshinone tanshinone iia compared wildtype wt fresh weight fw hairy roots increased fold wt overexpression lines tanshinones detected fw hairy roots overexpression line increased fold wt observed regulated genes tanshinones biosynthesis pathway particular transcription level ksl dropped compared wt consistent decrease tanshinones content analyzed hormone changes increase indole acetic acid accumulation accumulation salicylic acid sa jasmonic acid ja decreased findings indicate mira negatively regulate biosynthesis tanshinones promote growth hairy roots targeting arf findings demonstrate mirnas used alternative strategy dissect complex network secondary metabolism medicinal plants,regulation mechanism secondary metabolism mira transgenic,1979,337
impact crystallite parameters coal ranks oxidation combustion properties carboniferous coals jurassic coals,coal fires global issue poses immense threat energy resources environment economy human health given chemical structure substantially affects propensity behavior coal raw xinjiang jurassic coals collected piliqing yuxing collieries plq yx shanxi carboniferous coals collected dongqu fenghuangshan collieries dq fhs selected explore impact crystallite parameters coal ranks oxidation combustion properties carboniferous jurassic coals ray diffraction xrd used determine partial ordering crystal parameters crossing point temperature cpt used evaluate spontaneous combustion tendency temperature programmed tps used estimate coal spontaneous combustion tendency forecast coal self ignition property experimental data existing literature used compare discuss variations results jurassic coals characterized higher volatiles moisture oxygen lower coal ranks degree order carboniferous coals values cpt plq yx dq fhs showing variation trend coal ranks interlayer spacing cpt value good positive linear random reflectance vitrinite ro perfectly negative linear interlayer spacing indicating coal ranks interlayer spacing significant impact combustion properties oxygen consumption impacted coal ranks interlayer spacing concentration index gases tends increase exponentially increase coal temperature jurassic coals easily rapidly produce index gases,coal fires crossing point temperature cpt temperature programmed tps crystallite parameters carboniferous jurassic,539,103
thermal mechanical properties fluorinated ethylene propylene polyphenylene sulfide based composites obtained high energy ball milling,solid state formation method polyimide pi blends based polyphenylene sulfide pps fluorinated ethylene propylene fep elaborated recycled thermoset pi powder used reinforcements fep pi pps pi blends obtained high energy ball using compatibilizer pi content blends wt bulk samples obtained sintering min consequent disposition sample hot mold cold plates loading pressure mpa min morphology structure thermal properties powder blends studied tapped density measurements dsc xrd analyses thermal mechanical properties bulk samples studied dma hardness measurements compressive tests strong chemical interaction fep matrix pi filler observed case pps pi samples nearly interaction components mechanical tests optimum filling degree pps pi wt pi fep pi wt,fluorinated ethylene propylene high energy ball milling hebm powder blend filling degree polyphenylene sulfide pps,33,7
awareness adoption soil water conservation technologies developing country case nabajuzi watershed central uganda,soil water conservation technologies widely available parts uganda adoption rate low farmers aware technologies study aims identifying factors influence awareness adoption soil water conservation technologies nabajuzi watershed central uganda bivariate probit model used examine farmers awareness adoption soil water conservation technologies watershed use data collected interview households located watershed understand factors affecting awareness adoption technologies study area findings indicate likelihood aware adopting technologies explained age household head tenant number years access farmland increase awareness adoption technologies uganda policymakers expedite process land titling farmers feel secure landholding adopt technologies increase profitability productivity long run incentive payments farmers residing vulnerable region adopt considered technologies help alleviate soil deterioration problems affected area,bivariate probit household data land tenure watershed,1246,206
rapid microwave irradiation synthesis znco,znco zno carbon nanotubes zzco cnts nanocomposite fabricated facile rapid strategy microwave irradiation process followed annealing nanocomposites composed znco zno zzco nanocrystals nm coated surfaces carbon nanotubes introduction carbon nanotubes greatly improve conductivity stability hybrid material effectively prevent aggregation zzco nanoparticles considered anode material lithium ion batteries synthesized zzco cnts nanocomposite exhibits high reversible specific capacity mah current density excellent cycling stability cycles high current density superior rate performance,lithium ion batteries libs cycling stability spinel zncoo acetate hydroxide metal oxide anode materials,33,7
youth social exclusion australian communities new index,social exclusion multi dimensional measure disadvantage spans number aspects individual life impact current future wellbeing young people important life stage transitioning childhood adulthood contributing factors social exclusion consequences social exclusion vary using specialised data australian census supplemented national school assessment data use domains approach construct index representative youth risk social exclusion using combination principal components equal weighting techniques index provides important information inform direct policy action especially areas extent relative multi dimensional disadvantage worse,social exclusion youth social exclusion youth unemployment spatial indexes australian communities,1531,251
slovak version juvenile arthritis multidimensional assessment report jamar,juvenile arthritis multidimensional assessment report jamar new parent patient reported outcome measure enables thorough assessment disease status children juvenile idiopathic arthritis jia report results cross cultural adaptation validation parent patient versions jamar slovak language reading comprehension questionnaire tested jia parents patients participating centre asked collect demographic clinical data jamar consecutive jia patients consecutive patients seen month period administer jamar healthy children parents statistical validation phase explored descriptive statistics psychometric issues jamar likert assumptions floor ceiling effects internal consistency cronbach alpha interscale correlations test retest reliability construct validity convergent discriminant validity total jia patients systemic oligoarticular rf negative polyarthritis categories healthy children enrolled centres notably enrolled jia patients affected psoriatic arthritis jamar components discriminated healthy subjects jia patients jamar components revealed good psychometric performances conclusion slovak version jamar valid tool assessment children jia suitable use routine clinical practice clinical research,juvenile idiopathic arthritis disease status functional ability health related quality life jamar,2000,342
multi responsive naphthalimide based turn fluorescent chemosensor sensitive detection trivalent cations ga,new multifunctional chemosensor hydroxynaphthalen yl methylene amino benzo isoquinoline dione based naphtalimide naphthaldehyde developed fluorescence responses trivalent metal ions ga al cr sensor detected differentiated selectively trivalent metal ions ga al cr fluorescence enhancement different emissions association constant ga complex highest organic chemosensors reported date sensing mechanisms ga al cr explained uv vis titrations job plots esi mass analyses theoretical calculations,fluorescent chemosensor theoretical calculations gallium aluminum chromium,1998,341
mapping molecular electrostatic potential mesp fulleropyrrolidine derivatives,mapping molecular electrostatic potential mesp maps chemical structure great concern explain valuable information interaction active sites determining nature chemical addition molecule probable undergo electrophilic nucleophilic addition calculations dft high theoretical level mesp maps fulleropyrrolidine derivatives carried relation total dipole moment tdm constructed mesps investigated different series fulleropyrrolidine derivatives ortho meta para presented results positioning element different sites change significantly tdm structure electron density fullerene structure appears red ellipse shape indicating extremely negative region likely undergo nucleophilic reactions addition electronegative substitutes creates negative potentials terminal structure referring electrophilic reactions probable negative potential fullerene core main role determining tdm direction,fulleropyrrolidine dft blyp mesp homo lumo band gap,800,143
long term results accelerated conventional corneal cross linking,purpose aim study compare long term follow outcomes traditional accelerated corneal cross linking cxl keratoconus methods retrospective comparative cohort study included patients keratoconus underwent corneal cross linking cxl august december patients treated august underwent traditional dresden protocol treated subsequently received accelerated protocol riboflavin soaking min followed pulsed uv irradiation mw cm min total irradiation power cm primary outcome success rate halting disease progression postoperative changes visual acuity keratometry readings endothelial cell count complications following accelerated cxl conventional cxl compared results study evaluated eyes mean follow period months eyes successfully treated traditional accelerated protocols respectively corrected distance visual acuity improved groups significantly better following accelerated protocol traditional protocol group postoperative complications accelerated group versus reaching statistically significant difference significant differences topographic refractive outcomes conclusion accelerated cxl conventional cxl safe effective long term follow accelerated protocol similar standard terms halting keratoconus achieving visual outcomes potential benefits accelerated protocol considered treatment progressive keratoconus,cross linking accelerated cross linking keratoconus ectasia cornea,1863,312
filters ideals generalization pseudo bl algebras,paper introduce notion quasi pseudo bl algebras generalization pseudo bl algebras quasi pseudo mv algebras investigate properties quasi pseudo bl algebras subdirect product composition quasi pseudo bl algebra especially properties good quasi pseudo bl algebras presented second discuss filters quasi pseudo bl algebras prove exists bijective correspondence normal filters filter congruences quasi pseudo bl algebra properties special filters discussed finally study ideals quasi pseudo bl algebras investigate connections ideals filters quasi pseudo bl algebra,filters ideals pseudo bl algebras quasi pseudo bl algebras quasi pseudo mv algebras,155,28
study distinctions synergistic effects carbon nanotubes different metal oxide nanoparticles enhancing thermal oxidative stability silicone rubber,work distinctions synergistic effects carbon nanotubes cnts different metal oxide meo nanoparticles enhancing thermal oxidative stability silicone rubber sr studied depth specifically kinds meo nanoparticles attached surface cnts obtaining fe cnts tio cnts sno cnts respectively meo nanoparticles attached cnts separately embedded sr matrix investigate effect thermal oxidative stability sr results indicated different synergies cnts different metal oxides existed fe sno positive synergistic effects cnts negative synergic effect existed tio cnts phenomenon attributed fact existence cnts promote radical capture reactions extent fe sn element reverse trend tio cnts sr performances sno cnts sr exhibited higher positive synergy fe cnts sr synergy percentages tear strength elongation break sno cnts sr result ascribed combined effect multi electron transfer process sno cnts sr restriction crystalline form fe fe cnts sr thermal aging,tio feo sno fumed silica silicone rubber,33,7
chemical synthesis characterization evaluation antimicrobial properties cu oxide nanoparticles,cu nanoparticles synthesized using low temperature aqueous reduction method ph presence ascorbic acid polyvinylpyrrolidone nanoparticles characterized using transmission electron microscopy scanning electron microscopy energy dispersive ray spectroscopy ray diffraction techniques results demonstrated strong dependence synthesis ph size shape chemical composition structure cu nanoparticles lower ph conditions produced cu higher ph levels led formation cu cuo nanoparticles reducing capacity ascorbic acid capping efficiency pvp resulting particle sizes strongly affected solution ph results vitro disk diffusion tests excellent antimicrobial activity cu cuo nanoparticles mixture bacterial strains staphylococcus aureus escherichia coli pseudomonas aeruginosa indicating size oxidation state cu contributes antibacterial efficacy results indicate varying synthesis ph strategy tailor composition structure properties cu nanoparticles,chemical reduction ph cu cu cuo nanoparticles characterization structure antimicrobial properties,1054,184
energy efficient sensing delay constrained cognitive radio systems convex optimization,spectrum sensing critical issue cognitive radio cr systems energy cr constrained using energy efficiently important problem considered paper energy efficiency defined ratio average spectrum efficiency cr average power consumed cr consider joint optimization sensing time power allocation maximize energy efficiency condition sufficient protection primary user delay constraint demonstrated convex optimization plays essential role solving problem efficient iterative algorithm proposed obtain optimal values propose block sensing scheme adjacent frames bundled block results significant improvement energy efficiency obtained joint optimization sensing time power allocation energy efficiency delay performance improved using proposed block sensing scheme,cognitive radio systems energy efficient sensing delay constraint convex optimization block sensing scheme,634,117
organic certification shrimp value chains ca mau vietnam means improvement end,eco certification used tool mitigate adverse effects aquaculture production understood private approach sustainable ecosystem management production forests ca mau vietnam mangrove suffered degradation despite legal protection different projects targeted reversing trend means private certification using naturland organic standard reference far outcomes proven unsatisfactory aim better understand reasons poor outcomes survey households conducted production forest rach goc commune ngoc hien district evaluated farmers perceptions mangrove management drivers guiding shrimp farming difference participants non participants naturland organic project complement survey range stakeholders involved shrimp value chains interviewed better understand terms benefits certification results survey suggested applied shrimp mangrove farming systems production forests ca mau eco certification associated benefits satisfactory survey results revealed certified farms significant differences non certified farms terms social environmental benefits far implementation process concerned survey results failure integrate local farmers participants consequently resulted households objects certification project partners equal weight power appears tool improvement naturland certification shrimp mangrove farming systems ca mau production forests end,stakeholder participation sustainable development shrimp mangrove farming value chain economics eco certification climate change,1367,223
preparation ldh modified cotton fabric based carbon aerogel highly efficient adsorbent tellurium recovery,abstract rare element special properties tellurium te important resource widely used fields paper novel renewable cotton fabric based zn al layered double hydroxide ldh functionalized carbon aerogel zalca successfully prepared facile freeze drying carbonization situ growth method used tellurium adsorption scanning electron microscopy results flowerlike ldh nano sheets growing evenly surface carbon aerogel ldh nano sheet similar shape size nitrogen sorption analysis confirmed mesoporous zalca pores centered nm brunauer emmett teller surface area adsorption experiment results zalca excellent adsorption properties tellurium ions tellurium containing solutions maximum adsorption capacity mg recycling times zalca displayed high tellurium absorption property implies zalca outstanding reusability performance preparation zalca tellurium adsorbent low cost cotton great application potential recovery tellurium graphical abstract,cotton zn al ldh carbon aerogel tellurium adsorption reusability,662,122
pmma tempo oxidized cellulose nanofiber nanocomposite improved mechanical properties high transparency tunable birefringence,recently cellulose nanofibers cnfs developed popular renewable biodegradable nanofiller material polymer nanocomposites achieving good dispersion polymer matrix effective reinforcement challenge cnfs hydrophilic polymers hydrophobic study report poly methyl methacrylate tetramethylpiperidyl oxyl oxidized cnfs pmma tocn nanocomposites good dispersion improved mechanical properties excellent transparency controllable birefringence using simple surface modification procedure tocn amine functionalized poly ethylene glycol studies conducted using transmission electron microscopy fourier transform infrared spectroscopy tocns homogenously dispersed pmma matrix aggregation successful surface modification tocn nanocomposites highly transparent transmittance visible region high approximately addition firstly discovered birefringence nanocomposite controlled tocn added achieving zero birefringence importantly tensile strength young modulus pmma significantly improved addition tocn dispersed tocn based nanocomposites high transparency controllable birefringence enhanced mechanical properties exhibit great potential applications optical devices engineering field,nanocomposites pmma tempo oxidized cellulose nanofiber transparency birefringence,652,120
rock mass chemical physical thermal mechanical properties mardin limestone turkey,mardin limestones widely used building materials city mardin turkey antiquity current day historical structures listed united nations educational scientific cultural organization unesco world heritage tentative list despite widespread use limestone physical mechanical parameters investigated study rock mass chemical thermal physical mechanical properties mardin limestone investigated physical properties satisfactory strength properties satisfy international usage standards claimed mardin limestone great industrial potential construction covering stone arid hot climatic regions,limestone water absorption strength physico thermal rmr mardin turkey,539,103
expression alteration bc rna interaction eukaryotic translation initiation factor eifa post status epilepticus,abnormal dendritic sprouting synaptic remodelling important pathological features temporal lobe epilepsy bc rna translation repressor involved regulation dendritic protein synthesis mrna transport essential dendritic development plasticity expression alteration bc rna pilocarpine induced epilepsy model remains unknown unclear interactions bc rna eukaryotic initiation factor eifa exists model purpose study investigate expression changes bc rna interactions eifa post status epilepticus se chloride lithium pilocarpine used induce se rat model brain hippocampus tissues collected different time points se expression patterns bc detected qpcr situ hybridization levels eifai ii protein expression analyzed western blotting immunohistochemistry bc rna eifai ii interaction determined electrophoretic mobility shift assay emsa bc rna levels decreased hippocampus post se levels recovered eifai ii began rise post se reached maximum level post se post se levels decreased hippocampal ca ca dg subregions emsa analysis bc rna specifically interacted eifai ii bc rna eifai ii complex reduced lowest level post se results suggested bc negative regulatory correlation eifai ii bc rna involved epileptogenesis regulating dendritic protein synthesis,bc rna eifai ii protein synthesis status epilepticus epileptogenesis,1498,241
effects total content eutectic sn cu alloy cu particles used conductive filler structure properties polyamide composites,incorporating low melting point metal lmpm high melting point metal hmpm polymer promising approach prepare highly conductive melt processable composites effects total content metals structure properties composites studied work eutectic sn cu alloy cu particles polyamide ternary structure conductivity fluidity toughness composites characterized scanning electron microscopy point probe electrode method small amplitude oscillatory shear testing charpy impact testing respectively results morphology metal phase composites transforms isolated islands physically continuous network total metal content increases percolation threshold composites lower traditional metal filled polymer composites complex viscosity impact strength composites vary non monotonically total metal content exhibit minimum enhancement conductivity toughness composites related formation physically continuous conductive network overall filler content dependences structure properties lmpm hmpm polymer composites different traditional conductive polymer composites combination lmpm hmpm helps reduce filler content mitigate composite fluidity deterioration,conductive polymer composites structure conductivity fluidity toughness low melting point metal,577,112
synthesis eco friendly cobalt nanoparticles using,aim present study synthesize safe economical cobalt nanoparticles using secondary metabolites celosia argentea plant extract evaluate antioxidant antibacterial hemolytic activities catalytic activity green synthesized nanoparticles evaluated degradation studies cationic methylene dye presence absence anionic surfactant sodium dodecyl sulfate different parameters affecting dye degradation procedure investigated optimized fourier transform infrared spectroscopy studies identified functional groups present bioactive compounds responsible reduction stabilization cobalt nanoparticles green synthesized cobalt nanoparticles characterized ray diffraction scanning electron microscope energy dispersive ray spectroscopy cobalt nanoparticles conps exhibited good antioxidant activity diphenyl picrylhydrazyl radical scavenging power increased increasing concentration conps displayed good antimicrobial activity tested microbes toxicity efficient activity dye degradation,celosia argentea plant extract cobalt nanoparticles antioxidant antibacterial hemolytic activity methylene blue,118,21
performance analysis mode division multiplexing based free space optics incorporating keying polarization shift keying dynamic environmental conditions,paper propose novel mode division multiplexing mdm based fso transmission incorporating polarization shift keying polsk enhance information carrying capacity using numerical simulations report transmission independent gbps information signals using distinct laguerre gaussian modes fso transmission reach km influence clear environmental conditions using proposed influence different environmental conditions rain haze fog performance proposed link using bit error rate performance metrics investigated paper report comparative analysis polsk keying modulation formats proposed mdm fso link environmental conditions simulation results different weather conditions polsk based mdm fso transmission demonstrates better performance,mode division multiplexing free space optics polarization shift keying atmospheric attenuation bit error rate,257,46
brachyuran crab crustacea decapoda assemblage associated,study describes structure temporal dynamics brachyuran crab assemblages established association seaweed beds localities southeastern brazilian coast collections conducted month course year algal beds sargassum cymosum rocky intertidal zone grande gr domingas dias dd beaches low tide total specimens gr dd obtained distributed superfamilies families genera species epialtus bituberculatus observed highest density gr ind dd ind observed samples respectively cross correlations observed volume algae richness gr lag time algae volume density dd lag time positive correlations observed algae volume gr volume dd lag time richness gr richness dd lag time density gr density dd lag time crab assemblages beds sargassum algae diverse localities represented different taxonomic groups characterized distinct lifestyles feeding strategies temporal variation assemblage structure observed localities study temporal variation crab assemblages related seasonality structural complexity algae beds result drivers acting algae,assemblage structure ecological parameters species composition temporal dynamics,789,140
plant community shifts tree canopy cover gradients grazed patagonian,nothofagus antarctica forests chilean patagonia valued ecological livestock production value despite importance information understory associated forests previous studies reported dependence understory light intensity reaching sward objective study effect tree canopy cover plant community composition productivity forests understory established experimental sites km transect covering area km southern chilean patagonia metal exclusion cages quadrats randomly distributed tree cover gradients sites bare soil litter understory cover registered plant botanical composition recorded end growing season plant biomass harvested estimate yield species frequency abundance analyzed species richness biodiversity determined species distributed families woody species represented grasses forbs total species richness higher grasslands forests trend decreasing biodiversity increasing tree canopy cover differences yield grasslands open forests significant high forage value species presented higher abundance open forests grasslands conclude open forests antarctica higher grazing potential associated grasslands findings support facilitation effect trees understory species reported previously,abundance biodiversity silvopastoral plant community yield,1904,319
aboveground biomass allometric equations carbon content shea butter tree,vitellaria paradoxa economically important trees west africa key component sub sahara agroforestry systems little information argument exist regarding biomass carbon potential developed biomass equations paradoxa tree components sudanian savannas destructive sampling approach applied based measuring stem branch foliage biomass thirty individual trees selected wide spectrum diameter breast height dbh tree height basal diameter dbh crown diameter measured used predictors biomass equations carbon content estimated using ash method variance explained biomass allometric equations ranged lower foliage branch stem biomass models suggesting leaf allometries responsive tree size branch stem allometries stem biomass best predicted branch biomass dbh leaf biomass crown diameter aboveground biomass adding height dbh compound variable dbh make significant change compared model based dbh adding crown diameter dbh height reduced error improved model fits carbon contents paradoxa foliage branch stem respectively higher reference value suggested ipcc established allometric equations used accurately predict aboveground biomass species sudanian savannas west africa,allometry biomass uncertainty crown diameter destructive sampling estimation error semi arid area,1904,319
