Title,Abstract,Keywords,itr,Label
catalytic pyrolysis cellulose oxides effects physical properties reaction pathways,abstract fast pyrolysis potential technology converting lignocellulosic biomass bio oil potential substitute crude oil source chemicals high amounts acid oxygenated compounds water content cause bio oil unsuitable direct usage catalytic fast pyrolysis cfp able improve bio oil properties downstream upgrading processes economically feasible catalytic effects calcium oxide cao magnesium oxide mgo zinc oxide zno pyrolysis lignocellulosic biomass investigated attractive reaction pathways involved comprehensively compiled knowledge study aimed study change physical properties bio oils simplest form addition oxides provide understanding catalytic reaction pathways study beneficial explore potential selected oxides enhancing properties bio oil biomass different lignocellulosic compositions experiments carried fixed bed reactor laboratory scale mimic large scale processes controlled environment catalysts exhibited strengths different bases cao catalyst favorable physical effects terms reducing acidity cellulose derived bio oils increasing water content significantly compromising yield deoxygenation ability zno catalyst exhibited better performance graphic abstract,cao catalytic fast pyrolysis cellulose fixed bed reactor mgo zno,439,80
correlation crystal structure mechanical performance cr implanted high strength steel using ray diffraction method,order study influence crystal structure change implantation dose hardness wear performance high strength steel samples surface modified cr implantation dosages ions cm ray diffraction method applied studies microstructure deformed heat treated materials used study crystal structure implanted steel results corrected hardness wear performance solid solution strengthening effect microstructure vary increase implantation dose owing strong solid solution hardening cr small average crystallite size high dislocation density hardness wear resistance implanted steel dose ions cm highest compared samples crystallite size implanted sample dose ions cm similar substrate dislocation density lower substrate higher hardness lower specific wear rate solid solution hardening cr clusters reinforcement,ray diffraction method ion implantation dislocation density hardness wear crystal structure,454,85
mindfulness empathy counseling psychotherapy professionals systematic review meta analysis,objectives past research mindfulness based training improves empathy healthcare professionals general population empirical evidence applying assumption counselors psychotherapists established review sought examine relationship mindfulness empathy effects mindfulness based training empathy counselors psychotherapists methods published studies dissertations indexed psycinfo scopus web science core collection medline systematically reviewed performed random effects meta analyses cross sectional evidence pre post results mindfulness based training results total studies met criteria greater self reported levels mindfulness associated empathic personal distress ci greater perspective taking ci analysis pre post data indicated mindfulness based training significant effect empathy conclusions positive association mindfulness aspects empathy mindfulness based training significantly alter levels empathy methods increasing empathy counselors psychotherapists explored furthermore caution exercised generalizing results studies involving healthcare professionals general population counselors psychotherapists,mindfulness empathy training systematic review meta analysis,1421,230
electroluminescence photovoltaic properties bis,dual function electroluminescence photosensitivity devices based bis benzothiazol yl phenyl methylphenylsulfonyl amido zinc studied shown luminescent photovoltaic properties strongly dependent ex iplex formation,organic light emitting diodes electroluminescence photoluminescence photosensitivity photovoltaics exciplex zinc amino substituted complex,1744,289
regularity theories disconfirmed revamped argument wager,regularity theories causation assert causal nomic notions reduced mere frequencies particular non nomic located qualities matters fact essay present critical exploration armstrong strawson explanatory arguments regularity theories shortcomings older arguments nomic realism identified revamped version immune problems outlined defended argue anti realism suffers substantial disconfirmation comparative inability unify empirical regularities absence probabilistic counterweights realist theories probable anti realist competitors individually aggregate shown case humble observational data revamped argument bayesian character immune criticisms beebee everitt loewer van fraassen empiricist friendly boot,regularity theories nomic realism bayesian unification priorism empiricism explanatory argument,251,44
modified splitting method solving nonstationary kinetic particle transport equation,modified splitting method solving nonstationary kinetic equation particle neutron transport iteration respect collision integral proposed according modification solutions stage integrodifferential equations collision integrals using analytical finite difference methods solution method naturally extended multidimensional problems suited massive parallelism,discrete ordinate method kinetic neutron transport equation godunov method splitting method monte carlo method,231,40
approach optimise energy efficiency iterative computation integrated gpu cpu systems,currently energy efficiency computational systems paramount relevance work approach improving energy efficiency proposed context iterative computation integrated gpu cpu systems proposal referred adithe combines iterative procedures heuristic scheme processing units selection according estimation energy efficiency load balancing heterogeneous processors wide variety iterative algorithms related science engineering advantage adithe beltrami filter selected representative example procedures opencl version used validate adithe analysis results adithe improves automatically energy efficiency parallel iterative algorithm modern heterogeneous processors,energy efficiency heterogeneous processors parallel iterative algorithms integrated cpu gpu,142,25
object recognition reconstruction occluded objects using binocular stereo,object recognition key areas computer vision comprises object detection recognition reconstruction image object recognized captured using camera matched pre stored templates model object recognizing view object difficult presence object occlusion view point invariants paper focuses problem occlusion provides solution handling self inter object occlusion self occlusion addressed suitable calibration cameras novel algorithm proposed address inter object occlusion modified geometric mapping technique proposed reconstruction recognized object real time setup used test proposed solutions identify objects multiple shapes sizes results performance algorithm superior enabled recognition objects occlusion,computer vision occlusion object recognition object reconstruction,232,41
layer layer electrochemical assembly pt phosphomolybdic acid poly diphenylamine pge electrocatalytic oxidation methanol,work layer layer lbl electrochemical assembly fabricated comprising alternating layers poly diphenylamine pdpa phosphomolybdic acid pma pt particles pencil graphite electrode pge surface prepare modified electrode effective oxidation methanol purpose initially pge surface covered mixture chitosan multi walled carbon nanotubes mwcnts layer oxidized pdpa cationic layer deposited electrode surface electropolymerization anionic pma adsorbed cationic layer pdpa electrostatic forces finally pt particles deposited electrode surface process repeated times obtain multilayer film pt pma pdpa chitosan mwcnts pge surface number triplet layers oxidation current methanol substantially increased increase layers study modified electrode good catalytic activity applied anode material direct methanol fuel cells,methanol fuel cells layer layer electrochemical assembly poly diphenylamine phosphomolybdic acid pt particles catalyst,808,144
novel aerosol analysis approach characterization nanoparticulate matter snow,tropospheric aerosols involved key atmospheric processes ice nucleation cloud formation precipitation weather climate impact aerosols atmospheric processes depends chemical physical characteristics aerosol particles characteristics largely uncertain study developed processing aerosolization melted snow particle free air coupled real time measurement aerosol size distributions newly developed technique involves bringing snow borne particles airborne state enables application high resolution aerosol analysis sampling techniques novel analytical approach compared variety complementary existing analytical methods applied characterization snow samples remote sites alert canada barrow usa urban montreal canada dry aerosol measurements indicated higher abundance particles sizes nm size dominated aerosol size distributions montreal samples closely followed barrow fewer nm particles times lower nm particle abundance alert samples nm particles abundant instead aerosolization technique used nanoparticle tracking analysis electron microscopy allowed measurement wide size range snow borne particles various environmental snow samples discuss application new technique achieve better physicochemical understanding atmospheric snow processes results high sensitivity reduction particle aggregation ability measure high resolution snow borne particle size distribution including nanoparticulate matter range nm,particles snow nanoparticulate atmospheric aerosols aerosol ice nucleation ice nuclei nanoparticles ultrafine particles aerosolization cloud condensation nuclei,107,16
functionally graded stainless steel fabricated direct laser deposition anisotropy mechanical properties hardness,direct laser metal deposition kind advanced rapid manufacturing technology produce near net shape parts depositing metal powders layer layer study demonstrates fabrication anisotropy mechanical properties hardness graded steel characteristics constituent phases microstructure mechanical anisotropy microhardness investigated using electron backscatter diffraction optical microscopy tensile test machine microhardness tester graded steel dense free cracks crystal structures built samples evolved grades fcc structures fcc bcc structures bcc fcc structures samples directions obvious mechanical anisotropy samples machined direction higher strength lower elongation machined direction presence lack fusion pores higher metallurgical bonding layers direction microhardness built samples increased cross section substrate hv surface hv,graded steel direct laser metal deposition electron backscatter diffraction ebsd anisotropy mechanical properties,522,98
investigation characterization dynamic pressure transducers using material impact test machine,need reliable dynamic measurements characterization pressure transducers important especially fields aerospace defense machinery manufacturing measurements performed systems input pressure varies time accurately capture dynamic variations pressure short time intervals study presents research work measurements dynamic calibration pressure transducers using drop mass high speed impact tester impact test machine uses drop mass principle similar secondary level dynamic measurement instruments pulses produced impact test machine used dynamic pressure generator test characterization pressure transducers purpose new experimental calibration setup constructed impact test machine dynamic behaviors pressure transducers investigated using pulses obtained varying dropping speeds energies drop mass new setup experimental results compared results obtained manual drop mass pulse generator results variance mpa variance mpa result concluded impact test machine used reliable dynamic pulse generator,pressure dynamic pressure drop mass impact machine calibration metrology,596,114
assessing coping uncertainties landscape planning overview,context uncertainties ubiquitous landscape planning far systematic understanding exists regarding assessed appropriately communicated impacts yield decision support increasing role uncertainties science policy synthesis relevant knowledge needed promote uncertainty assessment landscape planning practice objectives aim paper synthesize knowledge types uncertainties landscape planning methods assess uncertainties approaches appropriately coping methods paper based qualitative literature review relevant papers identified isi web knowledge supplemented frequently cited publications identification synthesis relevant information guided developed framework concerning uncertainty landscape planning results main types uncertainties identified landscape planning data model projection evaluation uncertainty various methods address uncertainties identified including statistical methods assessment uncertainties planning approaches help cope uncertainties integration uncertainty assessments landscape planning results lacking conclusions assessment uncertainties landscape planning addressed science missing considerations ideas use knowledge foster uncertainty analysis landscape planning practice research needed application identified approaches landscape planning practice achieved results affect decision makers,uncertainty landscape planning environmental planning uncertainty assessment communication uncertainty,982,169
hybrid cluster head selection model internet things,internet things iot rising networking standards gap physical world cyber energy conservation iot devices fundamental challenge extending life time network solution challenge cluster head selection used paper intends adopt hybrid model moth flame optimization ant lion optimization alo improve performance cluster head selection iot devices wsn iot network particular simulation approach preserves energy sensor node maintaining distance delay balances temperature load iot devices attaining optimal cluster head selection wsn iot network compares performance proposed hybrid model traditional models like artificial bee colony genetic algorithm particle swarm optimization gravitational search algorithm alo mfo adaptive gsa simulation analysis considers convergence sustainability alive nodes normalized energy load temperature proposed simulation results efficient prolonging life time network,iot devices cluster head selection mfo alo hybrid model,232,41
random bounce algorithm real time image processing detection bats birds,wind energy plants generate impact wildlife significant fatality rates various bat bird species collision rotor blades monitoring approaches vision based systems needed reduce mortality means optimized turbine control strategy soon flying animals detected manual analysis video data ineffective automatic video processing real time capabilities required paper propose random bounce algorithm rba novel real time image processing method vision based detection bats birds rba combined object tracking order extract flight trajectories performance compared connected components object detection results laboratory flight tunnel field study mw wind energy plant southern germany presented discussed successfully detected tracked objects laboratory experiments animals field experiments individual animals frame rate fps,random bounce algorithm camera based detection bats birds video object segmentation wildlife monitoring wind energy plants,844,149
look talking explaining water related information sharing demand action ugandan villagers,national water policies propagate community based participatory approaches overcome weaknesses supply driven rural water provision operation maintenance citizen involvement thought stimulate accountability broaden information base enrich design implementation processes foster improved water accessibility sustainability practices ground embedded socio political realities mediate possible beneficial effects participatory approaches paper builds social network data collected ugandan village study social political reality distinct levels participation local information sharing citizens active appeal fellow citizens improve water services use logistic regression quadratic assignment procedure explore type actor network traits influence information sharing factors play demand action remedy water related problems social aspects social support relations homophily using water source gender play important role information sharing educational level particular villager called important villagers demand action findings demonstrate need safe water mobilize information sharing ties demand action indicates building local water policies practice exclusively locally existing demand action fail capture needs deprived citizens,information sharing demand action water social network analysis uganda,1246,206
perceived ecosystem services es ecosystem disservices eds trees insights case studies brazil france,context landscape approach ecosystem services es framework widely used investigate human nature relationships orient landscape planning management ecosystem disservices eds influence people interact ecosystems received attention objective aimed assessing people preferences perceptions forest es eds contrasted case studies meantime aims discussing potential considering es eds landscape preference sociocultural valuation studies methods interviews stakeholders conducted agroforestry landscape france atlantic forest pampa grasslands brazil identified es eds classified common typology analyzed discourse analysis quantitative methods assess variability es eds perceptions respondents forest types results respondents cited es classes eds classes strong variability case studies contrasted perceptions preferences respondents revealed agroforestry landscape eds particularly emphasized people contributed variability people perceptions atlantic forest landscape forested areas tended contrast based cultural ecosystem services pampa case study eds particularly salient people preferences concerning exotic forest plantations conclusions study suggests different types forested areas produce specific es eds suggesting complementarity landscape scale combination es eds offers promising research avenue consistent es sociocultural valuations improving management recommendations,sociocultural valuation preferences perceptions place based research forest ecosystems landscape values,1204,200
thermodiffusion gauge transformations thermodynamic fluxes driving forces,discuss molecular diffusion transport infinitely dilute liquid solutions nonisothermal conditions discussion motivated occurring misinterpretation thermodynamic transport equations written terms chemical potential presence temperature gradient transport equations contain contributions owned gauge transformation related fact chemical potential determined summand form arbitrary constants constant owned entropy invariance respect shifts constant value owned potential energy invariance respect shifts constant value coefficients cross effect terms thermodynamic fluxes contributed gauge transformation generally actual cross effect physical transport coefficients treatment based consideration entropy balance suggests promising hint attempts evaluation thermal diffusion constant principles discuss impossibility barodiffusion dilute solutions understood sense diffusion flux driven pressure gradient speaks barodiffusion terms literature terms typically represent drift external potential force field electric gravitational fields final equations specific force molecules substituted expression hydrostatic pressure gradient external force field produces obviously interpretation barodiffusion fragile hinder accounting diffusion fluxes produced pressure gradient,dilute solutions thermodynamic transport cross effects thermal diffusion,613,115
direction interaction mountain pine beetle,plant pathogens cascading consequences insect herbivores alter competition resource sharing insect herbivores unknown experimentally tested infection plant pathogen parasitic plant dwarf mistletoe arceuthobium americanum jack pine pinus banksiana altered competitive interactions groups beetles sharing resources wood boring beetles coleoptera cerambycidae invasive mountain pine beetle dendroctonus ponderosae coleoptera curculionidae particularly interested identifying potential mechanisms governing direction interactions competition facilitation beetle groups lowest highest disease severity wood boring beetles increased consumption rate relative feeding levels moderate severity performance brood production feeding mountain pine beetle negatively associated wood boring beetle feeding disease severity reared separately wood boring beetles high severity plant pathogen infection occurred mountain pine beetle escaped competition improved performance increased brood production feeding species specific responses changes tree defense compounds quality resources available phloem likely mechanisms driving change interactions beetle groups study demonstrating parasitic plant important force mediating competition resource sharing subcortical insect herbivores,plant defense plant mediated interactions plant pathogen plant pathogen insect interaction species specific traits,2050,349
akt gsk signaling glioblastoma,glioblastoma gbm aggressive primary brain tumors despite progress understanding biology pathogenesis glioma past decade clinical outcome patients gbm remains poor deregulation signaling pathways involved growth survival migration resistance treatment implicated pathogenesis gbm pathways phosphatidylinositol kinases pik protein kinase akt rapamycin sensitive mtor complex mtor pathway intensively studied widely described far attention paid role glycogen synthase kinase gsk target akt review focus function akt gsk signaling gbm,glioblastoma akt gsk therapeutic target,1498,241
physiological characterization common bean,brazilian wet dry seasons common beans phaseolus vulgaris grown rainfed conditions unexpected episodes drought high temperatures objective study evaluate physiological mechanisms associated drought adaptation traits landraces line cultivars beans andean mesoamerican gene pools genotypes contrasting terms drought tolerance evaluated phenotyping platform irrigated rainfed conditions agronomic physiological parameters grain yield shoot structures gas exchange water potential osmotic adjustment evaluated stress intensity estimated grain yield reduction ranged seven accessions representative andean mesoamerican germplasm cf cf cf cf cnf cnf sea presented superior performance grain yield stresses physiological responses abiotic stresses highly variable genotypes mesoamerican accessions cf sea favorable adaptive responses main secondary physiological traits gas exchange osmotic adjustment evaluated grain yield increase selection efficiency abiotic stresses tolerant common bean lines,drought high temperature grain yield water status gas exchange,107,16
petrochemistry mineral chemistry pressure temperature model corundum bearing amphibolite montepuez mozambique,montepuez corundum deposits northeastern mozambique geologically linked parts neoproterozoic mozambique belt collectively described montepuez complex containing high grade metamorphic rocks belonging amphibolite facies including corundum bearing corundum barren amphibolites corundum bearing amphibolites contain pargasite spinel anorthite minor amounts corundum secondary altered rock types containing significant mica clay minerals corundum barren amphibolites dominated pargasite anorthite spinel geochemical analyses indicate amphibolites probably originated basaltic protoliths associated subduction related arc magmatism phase equilibrium modeling hbox na hbox hbox mgo hbox mno hbox al hbox hbox sio hbox cao hbox feo hbox hbox combination mineral isopleths indicate pressure temperature conditions kbar circ hbox lower recorded eastern granulite mozambique belt extends northward kenya tanzania pan african orogen metamorphic condition increased northward suggesting different levels crustal thickening ne mozambique compared tanzania kenya,amphibolite mozambique belt montepuez petrogenesis ruby,118,21
tetramethylpyrazine loaded hydrogels preparation penetration subcutaneous mucous membrane model molecular dynamics simulation,tetramethylpyrazine tmp extracted ligusticum chuanxiong hort compound known variety medicinal functions particular used treatment cerebral ischemic diseases tmp loaded hydrogels offer excellent preparation capacity bypass blood brain barrier allowing treatment brain intranasal administration prepared tmp loaded hydrogels using carbomer evaluated release tmp hydrogel determined release rate using franz type diffusion cell experiments subcutaneous mucous membrane model molecular dynamics md simulation general method complicated dynamic behavior tmp release hydrogel revealed analysis mean square displacement trajectory md simulation coefficient tmp diffusion hydrogel calculated different temperatures using md software results coefficient diffusion increased increase temperature trend observed experimentally md simulation md simulation complementary method verify experimental data,carbomer franz type diffusion cell molecular dynamics simulation release tetramethylpyrazine tmp loaded hydrogel,1002,175
advanced geometric mean model predicting thermal conductivity unsaturated soils,advanced geometric mean model predicting effective thermal conductivity lambda unsaturated soils developed successfully verified experimental lambda database consisting canadian soils american soils chinese soils japanese soils standard sands pyroclastic soil pozzolana italy total experimental lambda entries soil structure based parameters used model inter particle thermal contact resistance factor alpha degree saturation miniscule pore space mathrm bulk thermal conductivity soil solids lambda mathrm alpha factor strongly depended ratio lambda mathrm lambda mathrm lambda mathrm thermal conductivity interfacial fluid inter particle contact coefficient varepsilon value obtained reverse modeling experimental lambda data canadian soils average values varepsilon varied coarse fine soils respectively general varepsilon depends soil compaction soil specific surface area grain size distribution use alpha essential close lambda estimates experimental data low range degree saturation mathrm lambda mathrm estimates obtained measured lambda soil saturation complete soil mineral composition data experimental quartz content lambda predictions hbox cdot hbox cdot hbox hbox cdot hbox cdot hbox hbox cdot hbox cdot hbox hbox cdot hbox cdot hbox hbox cdot hbox cdot hbox respect experimental data lambda mathrm exp model gives close lambda estimates average root mean square error rmse hbox cdot hbox cdot hbox canadian fine soils average rmse hbox cdot hbox cdot hbox canadian coarse soils general better lambda estimates obtained soils containing content quartz overall model estimates good soils dry state hbox rmse hbox cdot hbox cdot hbox average lambda mathrm exp saturated state hbox rmse hbox cdot hbox cdot hbox average lambda mathrm exp soil field capacity hbox rmse hbox cdot hbox cdot hbox average lambda mathrm exp satisfactory near critical degree saturation mathrm cr hbox rmse hbox cdot hbox cdot hbox average lambda mathrm exp,geometric mean model modeling thermal conductivity unsaturated soils,368,66
extraction bioactive ingredients fruiting bodies,aim study use high hydrostatic pressure treatment enhance extraction efficiency active components fruiting bodies antrodia cinnamomea compare obtained shake ultrasonic extraction methods conditions high pressure extraction hpe mpa liquid solid ratio min treatment yielded triterpenoids adenosine concentrations mg ml mg ml respectively differ significantly treatments shake extraction rpm ultrasonic extraction hz min hpe extracts significantly attenuated reactive oxygen species nitric oxide prostaglandin production lipopolysaccharide stimulated raw cells shake extracts sem micrographs revealed high pressure caused physical morphological damage mycelium fruiting bodies distortion disruption mycelial cells increased mass transfer effectiveness solvent solute hpe employed efficient extraction technique production bioactive ingredients potential application food related industries,antrodia cinnamomea high pressure extraction sem ultrasonic,169,32
grounding normative problem structured non naturalism,non naturalists normative want endorse view normative facts hold virtue non normative facts normative principles paper argue non naturalism inconsistent thesis nature normative principles grounds consider ways nonnaturalist position modified expanded solve problem solution turns problems end considering non naturalist deny normative facts obtain partially virtue principles,non naturalism grounding principles,1701,280
spatial distribution patterns bacterioplankton oxygen minimum zone tropical mexican pacific,microbial communities oxygen minimum zones omzs crucial drivers marine biogeochemical cycles lack understanding communities distributed omz explored vertical depth horizontal coast open ocean distribution bacterioplankton relationships main oceanographic conditions transects tropical mexican pacific omz distribution microbial diversity main clades changed transition oxygen rich surface water omz core demonstrating sensitivity key bacterial groups deoxygenation euphotic zone dominated synechococcales followed flavobacteriales verrucomicrobiales rhodobacterales sar cellvibrionales omz core dominated sar followed sar sar sar uba marine group thiomicrospirales nitrospinales marked environmental gradients water column supported high potential niche partitioning omz microorganisms additionally omz core bacterial assemblages water mass similar water mass important differences coastal open ocean communities flavobacteriales verrucomicrobiales rhodobacterales sar cellvibrionales abundant coastal areas synechococcales sar sar sar uba marine group thiomicrospirales abundant open ocean results suggest biogeographic structure bacterioplankton omz region limited community mixing water masses upwelling events little dispersion community currents euphotic zone,marine microbial diversity oxygen minimum zone environmental gradients distribution patterns rrna sequences flow cytometry,823,147
calculation lowest,parameters lowest resonance state calculated using coulomb potential stabilization method errors resonance energy width character earlier studied electron systems li shown errors minimized using single electron basis sets provides best reproduction low lying states helium atom,stabilization method helium anion resonance states,1218,203
curious case,studying neotropical wild populations particular region facing escalating habitat degradation remarkable biodiversity levels origin beginning understand myriad processes idiosyncratic effects numerous species hottest neotropical biodiversity hotspot atlantic forest af species genetic diversities organized latitudinally decreasing diversity levels southwards bradypus variegatus brown throated toed sloth species observed present pattern af variegatus populations geographically isolated genetically differentiated af variegatus isolation differentiation loss genetic diversity historical contemporary anthropogenic driven result species specific general historical events conservation concern remains unclear combine micro evolutionary multilocus high throughput sequencing approaches processes responsible patterns genetic diversity variegatus populations af understand af biogeographic history studies use similar approaches neotropical biodiversity results agree recent interpretations af refugia model support species specific refugium southern af characterized metapopulation formation finally present compelling evidences need conservation actions af variegatus populations comparing genetic diversity levels populations different bradypus species far know comprehensive assessment bradypus nuclear dna diversity,bradypus pygmaeus bradypus torquatus microsatellite loci generation sequencing nuclear dna sequences quaternary climate changes,1420,228
metabolic engineering,klebsiella pneumoniae naturally produces relatively large amounts propanediol pd butanediol bd various byproducts using glycerol carbon source ldha mdh genes pneumoniae deleted based silico gene knockout simulation criteria maximizing pd bd production minimizing byproducts formation cell growth retardation addition agitation speed known strongly affect pd bd production klebsiella strains optimized pneumoniae ldha mdh strain produced diols pd bd productivity lab scale bioreactor fed batch fermentation using high quality guaranteed reagent grade glycerol evaluate industrial capacity constructed pneumoniae ldha mdh strain pilot scale bioreactor fed batch fermentation carried using crude glycerol obtained industrial biodiesel plant pilot scale fed batch fermentation pneumoniae ldha mdh strain produced diols pd bd yield diols gram glycerol productivity diols suitable industrial production pd bd,propanediol butanediol klebsiella pneumoniae silico pilot scale fermentation bioreactor,1269,210
bavachinin analogues agonists pan peroxisome proliferator activated receptors,peroxisome proliferator activated receptors ppars agonists contribute regulation glucose lipid cholesterol metabolism emerged key targets treat metabolic syndrome previous study natural compound bavachinin pan ppar agonist activity study isoflavones isoflavanones scaffold hopping analogues bavachinin designed synthesised evaluated reporter gene assays pan ppar agonist activity analogue hydroxyphenyl isopentenyl methoxy dihydroquinolin identified pan ppar agonist exhibiting substantially higher ppar agonist activity equal ppar agonist activity bavachinin,bavachinin metabolic syndrome ppars reporter gene assays,1697,279
stabilized plasmid based bioluminescent labeling multiple streptococcal species,objective determine multiple streptococcal species easily labeled biophotonic imaging using toxin antitoxin stabilized reporter plasmid containing native firefly luciferase gene originally developed use group streptococcus results number streptococcal species including group streptococcus group streptococcus group streptococcus iniae vestibularis salivarius successfully transformed reporter plasmid absence antibiotic selection plasmid variable stability strains expression firefly luciferase highest group streptococcus iniae observed brightest signal lowest detection limits vitro conclusion multiple streptococcal species easily transformed toxin antitoxin stabilized bioluminescent reporter plasmid plasmid variable stability signal different species restricting use certain applications,bioluminescence biophotonic imaging firefly luciferase streptococcus spp toxin antitoxin,1306,213
satellite image fusion based modified central force optimization,nowadays optimization brand methodology different applications promising fields application optimization image processing field especially image fusion new effective deterministic optimization technique modified central force optimization mcfo overcomes low convergence rate drawback central force optimization cfo paper mcfo applied standard image fusion methods novel brand improve fusion efficiency qualitatively quantitatively intensity hue saturation ihs high pass filtering hpf discrete wavelet transform dwt powerful standard techniques satellite image fusion implemented mcfo optimization paper performed satellite panchromatic pan multispectral ms images target using mcfo reduce spectral spatial distortions occur optimization different qualitative indices used validate proposed approach comprising optimization satellite image fusion,image fusion dwt hpf ihs landsat mcfo pan sharpening quickbird spot,383,69
isocoumarins leaves,new isocoumarins tabaisocoumarins known isocoumarins isolated leaves nicotiana tabacum structures determined means hr esi ms extensive nmr spectroscopic studies compounds tested anti tobacco mosaic virus anti tmv activities results revealed compounds potential anti tmv activities inhibition rate respectively,isocoumarins nicotiana tabacum anti tobacco mosaic virus activities,1922,322
comparative assessment metallurgical recovery metals electronic waste special emphasis bioleaching,waste electrical electronic equipment weee electronic waste waste fastest growing waste streams urban environment worldwide core component printed circuit board pcb waste contains complex array metals rich quantity toxic environment valuable resources recycling waste important aspect point waste treatment recovery metals economic growth conventional approaches recovery metals waste viz pyrometallurgical hydrometallurgical techniques rapid efficient cause secondary pollution economically unviable limitations conventional techniques led shift biometallurgical technique involving microbiological leaching metals waste eco friendly manner optimization certain biotic abiotic factors microbial species ph temperature nutrients aeration rate affect bioleaching process lead profitable recovery metals waste present review provides comprehensive assessment metallurgical techniques recovery metals waste special emphasis bioleaching process associated factors,electronic waste metals secondary source pyrometallurgy hydrometallurgy biometallurgy,107,16
clpld phospholipase gene involved protection cytoskeleton stability pollen self imcompatible xiangshui lemon,self incompatibility si important mechanism prevention self fertilization plants major causes seedlessness citrus plants phospholipase pld closely related growth development pollen role pld citrus plants si poorly understood study identified plds associated si citrus plants analyzed plds encoding homologs domain genomes sweet orange citrus sinensis clementine mandarin citrus clementina performed phylogenic analysis classify pld subfamilies homologous genes species plds xiangshui lemon shared high homology plds pear arabidopsis expression analysis revealed clpld probably involved regulation pollen xiangshui lemon si clpld enriched pollen functions pollen protection factor overexpression clpld self incompatible pollen prevented depolymerization actin cytoskeleton si work provides insights regulation cytoskeleton pollen si challenge citrus plants pld plays protective role incompatible pollen,citrus phospholipase agrobacterium mediated vacuum infiltration cytoskeleton depolymerization self incompatibility,1979,337
electrochemical quantification ag,work novel silver sulphide quantum dots ag qd electrochemically quantified time method based electrochemical reduction ag ag screen printed carbon electrodes spces followed anodic stripping voltammetric oxidation gives peak currents represents analytical signal optimized methodology allows quantification water stabilized ag qd range approximately qd ml good reproducibility rsd proof concept relevant biosensing application ag qd evaluated tags escherichia coli coli bacteria determination bacteria tagged qd separated centrifugation sample solution placed spce surface quantitative analysis effect different ag qd surface coating stabilizing agents voltammetric response bacteria sensing evaluated mercaptopropionic acid mpa studied model short length coating ligand affinity bacteria boronic acid ba evaluated longer length ligand chemical affinity polysaccharides present peptidoglycan layer bacteria cells surface biosensing allows detect bacteria range bacteria ml limit detection low bacteria ml methodology promising proof concept alternative traditional laboratory based tests good sensitivity short time low cost analysis novel silver sulphide quantum dots ag qd electrochemically quantified time ag qd evaluated tags escherichia coli bacteria determination effect different qd surface coating ligands evaluated,silver sulphide quantum dots electrochemical determination anodic stripping voltammetry bacteria quantification coli,1107,189
effect non resonant polarized laser irradiation formation nanostructured organic films,nanostructured organic film polarized luminescence obtained means vapor deposition fluorescent liquid crystalline dipolar molecules presence polarized laser irradiation outside absorption band shown irradiation molecules non resonant polarized laser beam deposition strongly decreases formation aggregated molecules confirmed atomic force microscopy fluorescent microscopy luminescent spectroscopy,organic nanostructure photoalignment luminescence polarization,451,83
optimizing modality selection image guided procedures analysis challenges ultrasound guidance,introduction selection appropriate modality image guidance essential procedural success identified specific factors contributing failure ultrasound guided procedures subsequently performed using ct guidance materials methods single center retrospective study included patients underwent ct guided biopsy aspiration drainage ablation initially procedure attempted unsuccessfully ultrasound guidance review procedure images reports biopsy results clinical follow performed reasons inability perform procedure ultrasound guidance recorded patient cross sectional area depth target calculated differences area depth compared using general linear modeling depth predictor unfavorable body habitus designation modeled using logistic regression results guidance successful vast majority cases procedures biopsies aspirations drainages ablations common reason procedure failure poor acoustic window reasons included target lesion poorly discerned adjacent tissue adjacent bowel gas body habitus gas containing collection biopsy subgroup patients body habitus limiting factor average larger cross sectional area lesion depth relative patients body habitus complicating factor conclusion poor acoustic window common reason procedural failure ultrasound guidance addition lesion depth increased odds body habitus limit procedure increased preliminary imaging suggests limited sonographic window particularly deeper lesions proceeding directly ct guidance considered,target lesion ultrasound guidance body habitus radiology information lesion depth,1523,245
cerebrovascular pattern improved ozone autohemotherapy entropy based study multiple sclerosis patients,ozone major autohemotherapy effective reducing symptoms multiple sclerosis ms patients effects brain clear work monitored changes cerebrovascular pattern ms patients normal subjects major ozone autohemotherapy using near infrared spectroscopy nirs functional vascular technique nirs signals analyzed using combination time time frequency analysis nonlinear analysis intrinsic mode function signals obtained empirical mode decomposition technique results improvement cerebrovascular pattern subjects indicated increasing entropy nirs signals conclude ozone therapy increases brain metabolism helps recover lower activity levels predominant ms patients,ozone autohemotherapy near infrared spectroscopy manova multiple sclerosis time frequency entropy empirical mode decomposition cerebrovascular pattern,233,42
